País,Year,Country,Código,FIPS (FZ_Dengue),ISO3166Alpha2 (FZ_Dengue),ISO3166Alpha3 (FZ_Dengue),PAHOCode (FZ_Dengue),Region (FZ_Dengue),RegionLvl0 (FZ_Dengue),RegionLvl1 (FZ_Dengue),RegionLvl2 (FZ_Dengue),RegionLvl3 (FZ_Dengue),Tipo,TIS (FZ_Dengue),WPais (FZ_Dengue),Dengue,Dengue Grave,Letalidad,Muertes,PAHOCodeNum (FZ_Dengue),PopFemale,PopMale,PopTot,Total
Isla de San Martín (Francia),2024,Saint Martin,663,RN,MF,MAF,,,,,,,Preliminar,,,424,0,0,0,663,16949,15337,32311,424
San Vicente y las Granadinas,1980,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,52856,54579,107454,0
San Vicente y las Granadinas,1981,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,53140,55002,108165,0
San Vicente y las Granadinas,1982,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,53570,55357,108953,0
San Vicente y las Granadinas,1983,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,53959,55673,109664,0
Costa Rica,2008,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,8147,65,0.024354603,2,443,2240079,2261795,4501896,8212
Costa Rica,2009,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,7206,8,0,0,443,2271186,2291895,4563098,7214
Costa Rica,2010,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,31463,21,0.012704866,4,443,2301201,2320995,4622222,31484
Costa Rica,2011,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,13764,74,0,0,443,2330439,2349444,4679898,13838
Costa Rica,2012,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,22189,54,0,0,443,2359164,2377371,4736570,22243
Costa Rica,2013,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,49773,220,0.002000280,1,443,2387078,2404403,4791506,49993
Costa Rica,2014,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,final,COR,CRI,11136,4,0,0,443,2414009,2430229,4844266,11140
Costa Rica,2015,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,17388,6,0,0,443,2440145,2455045,4895217,17394
Costa Rica,2016,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,23298,21,0,0,443,2465895,2479261,4945177,23319
Costa Rica,2017,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,final,COR,CRI,5559,2,0,0,443,2490953,2502832,4993819,5561
Costa Rica,2018,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,2735,0,0,0,443,2515236,2525448,5040710,2735
Costa Rica,2019,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Final,COR,CRI,9389,11,0,0,443,2538128,2546351,5084507,9400
Costa Rica,2020,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,preliminar,COR,CRI,10035,21,0,0,443,2558459,2564599,5123083,10056
Costa Rica,2021,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Preliminar,COR,CRI,5171,3,0,0,443,2575191,2578713,5153930,5174
Costa Rica,2022,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Preliminar,COR,CRI,7485,0,0,0,443,2590093,2590681,5180803,7485
Costa Rica,2023,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,Preliminar,COR,CRI,30648,1,0,0,443,2606912,2605211,5212150,30649
Costa Rica,2024,Costa Rica,188,CS,CR,CRI,COR,CAI,AMR,LAC,CAI,LAM,,COR,CRI,6013,0,0,0,443,2625061,2621603,5246684,6013
Cuba,1980,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,4824342,4984716,9809080,0
Cuba,1981,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,323579,10312,0.047320832,158,445,4845509,5003000,9848533,333891
Cuba,1982,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,4878553,5030269,9908851,0
Cuba,1983,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,4918971,5065575,9984567,0
Cuba,1984,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,4961775,5103712,10065515,0
Cuba,1985,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5005650,5143345,10149020,0
Cuba,1986,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5050737,5184694,10235454,0
Cuba,1987,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5097983,5228871,10326879,0
Cuba,1988,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5148408,5276980,10425407,0
Cuba,1989,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5200222,5326913,10527164,0
Cuba,1990,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5250916,5375720,10626657,0
Cuba,1991,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5295624,5418140,10713787,0
Cuba,1992,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5332004,5451690,10783723,0
Cuba,1993,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5362185,5478697,10840905,0
Cuba,1994,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5388716,5498445,10887176,0
Cuba,1995,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5413587,5513066,10926676,0
Cuba,1996,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5436902,5526076,10963003,0
Cuba,1997,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,2602,205,0.427502672,12,445,5459767,5538308,10998103,2807
Cuba,1998,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5483168,5550535,11033730,0
Cuba,1999,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5507146,5562898,11070069,0
Cuba,2000,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,138,0,0,0,445,5530923,5574818,11105765,138
Cuba,2001,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,11294,69,0.017600986,2,445,5553651,5585430,11139103,11363
Cuba,2002,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,2987,12,0.033344448,1,445,5574717,5595287,11170030,2999
Cuba,2003,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5592969,5606192,11199197,0
Cuba,2004,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5608283,5616962,11225278,0
Cuba,2005,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,75,0,0,0,445,5620969,5625090,11246093,75
Cuba,2006,Cuba,192,CU,CU,CUB,CUB,LCR,AMR,LAC,LCR,LAM,Final,CUB,CUB,0,0,,0,445,5630459,5630119,11260604,0
San Vicente y las Granadinas,1984,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,54318,55958,110311,0
San Vicente y las Granadinas,1985,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,54634,56217,110880,0
San Vicente y las Granadinas,1986,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,54903,56433,111363,0
San Vicente y las Granadinas,1987,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,55120,56604,111746,0
San Vicente y las Granadinas,1988,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,1,0,0,0,479,55301,56728,112047,1
San Vicente y las Granadinas,1989,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,55455,56815,112295,0
San Vicente y las Granadinas,1990,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,9,0,0,0,479,55581,56853,112460,9
San Vicente y las Granadinas,1991,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,1,0,0,0,479,55696,57036,112752,1
San Vicente y las Granadinas,1992,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,7,0,0,0,479,55838,57333,113197,7
San Vicente y las Granadinas,1993,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,7,0,0,0,479,55995,57579,113595,7
San Vicente y las Granadinas,1994,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,0,0,,0,479,56104,57794,113916,0
San Vicente y las Granadinas,1995,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,224,0,0,0,479,56168,57960,114149,224
San Vicente y las Granadinas,1996,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,190,0,0,0,479,56182,58064,114268,190
San Vicente y las Granadinas,1997,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,3,0,0,0,479,56120,58103,114253,3
San Vicente y las Granadinas,1998,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,88,0,0,0,479,56023,58096,114139,88
San Vicente y las Granadinas,1999,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,8,0,0,0,479,55904,58044,113974,8
San Vicente y las Granadinas,2000,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,5,0,0,0,479,55783,57975,113783,5
San Vicente y las Granadinas,2001,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,3,0,0,0,479,55675,57919,113622,3
San Vicente y las Granadinas,2002,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,121,2,0,0,479,55558,57839,113424,123
San Vicente y las Granadinas,2003,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,3,0,0,0,479,55371,57690,113085,3
San Vicente y las Granadinas,2004,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,4,0,0,0,479,55089,57469,112583,4
San Vicente y las Granadinas,2005,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,8,0,0,0,479,54773,57217,112016,8
San Vicente y las Granadinas,2006,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,5,0,0,0,479,54440,56938,111400,5
San Vicente y las Granadinas,2007,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,2,0,0,0,479,54114,56655,110798,2
San Vicente y las Granadinas,2008,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,6,0,0,0,479,53848,56421,110291,6
San Vicente y las Granadinas,2009,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,10,0,0,0,479,53596,56193,109815,10
San Vicente y las Granadinas,2010,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,216,1,0,0,479,53314,55940,109284,217
San Vicente y las Granadinas,2011,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,47,0,0,0,479,52999,55648,108677,47
San Vicente y las Granadinas,2012,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,87,4,0,0,479,52683,55348,108056,91
San Vicente y las Granadinas,2013,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Final,SVT,VCT,127,0,0,0,479,52371,55030,107425,127
San Vicente y las Granadinas,2014,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,117,0,0,0,479,52109,54749,106885,117
San Vicente y las Granadinas,2015,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,13,0,0,0,479,51919,54512,106461,13
San Vicente y las Granadinas,2016,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,89,0,0,0,479,51673,54229,105940,89
San Vicente y las Granadinas,2017,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,3,0,0,0,479,51496,54002,105521,3
San Vicente y las Granadinas,2018,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,4,0,0,0,479,51403,53836,105257,4
San Vicente y las Granadinas,2019,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,11,0,0,0,479,51266,53613,104897,11
San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,IBS20-21,SVT,VCT,1595,8,0.499064255,8,479,51172,53406,104613,1603
San Vicente y las Granadinas,2021,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,IBS20-21,SVT,VCT,152,0,0,0,479,51098,53185,104311,152
San Vicente y las Granadinas,2022,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,16,0,0,0,479,50998,52905,103925,16
San Vicente y las Granadinas,2023,Saint Vincent and the Grenadines,670,VC,VC,VCT,SVG,NLC,AMR,LAC,NLC,CAR,Preliminar,SVT,VCT,15,0,0,0,479,50962,52687,103676,15
Suriname,1980,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,187522,187536,375091,0
Suriname,1981,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,187994,187813,375835,0
Suriname,1982,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,216,3,0,0,476,188790,188441,377262,219
Suriname,1983,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,189931,189426,379385,0
Suriname,1984,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,191599,190972,382594,0
Suriname,1985,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,193937,193182,387144,0
Suriname,1986,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,196612,195710,392348,0
Suriname,1987,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,198939,197876,396840,0
Suriname,1988,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,201663,200435,402112,0
Suriname,1989,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,204831,203478,408334,0
Suriname,1990,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,207079,205631,412730,0
Suriname,1991,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,208740,207192,415957,0
Suriname,1992,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,210554,208919,419490,0
Suriname,1993,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,212027,210303,422355,0
Suriname,1994,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,0,0,,0,476,214152,212346,426527,0
Suriname,1995,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,344,0,0,0,476,217922,216527,434461,344
Suriname,1996,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,677,0,0,0,476,222150,221631,443812,677
Suriname,1997,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,90,0,0,0,476,226264,226576,452863,90
Suriname,1998,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,1129,11,0,0,476,230289,231409,461724,1140
Suriname,1999,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,695,0,0,0,476,234251,236164,470433,695
Suriname,2000,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,1065,4,0.841908326,9,476,238125,240819,478970,1069
Suriname,2001,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,736,12,0,0,476,241931,245415,487366,748
Suriname,2002,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,1058,23,0,0,476,245679,249939,495641,1081
Suriname,2003,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,283,1,0,0,476,249373,254353,503753,284
Suriname,2004,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,361,7,0,0,476,252721,257799,510545,368
Suriname,2005,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,2571,141,0,0,476,255784,260385,516200,2712
Dominica,2007,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,109,1,0,0,447,34118,34606,68752,110
Dominica,2008,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,80,0,0,0,447,34096,34640,68759,80
Dominica,2009,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,2,0,0,0,447,34062,34675,68759,2
Dominica,2010,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,631,2,0,0,447,34014,34692,68727,633
Dominica,2011,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,40,0,0,0,447,33999,34689,68718,40
Dominica,2012,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,3,0,0,0,447,34102,34735,68862,3
Dominica,2013,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,197,0,0,0,447,34050,34722,68791,197
Dominica,2014,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,189,0,0,0,447,34417,34904,69345,189
Dominica,2015,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,38,0,0,0,447,34838,35118,69981,38
Dominica,2016,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,351,0,0,0,447,34867,35155,70047,351
Dominica,2017,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,33,0,0,0,447,35081,35272,70379,33
Dominica,2018,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,45,0,0,0,447,35343,35429,70797,45
Dominica,2019,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,1054,12,0.093808630,1,447,35735,35651,71402,1066
Dominica,2020,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Preliminar,DOM,DMA,87,1,0,0,447,36089,35860,71971,88
Dominica,2021,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,0,0,,0,447,36352,36017,72386,0
Dominica,2022,Dominica,212,DO,DM,DMA,DOM,NLC,AMR,LAC,NLC,CAR,Final,DOM,DMA,3,0,0,0,447,36550,36134,72712,3
República Dominicana,1980,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,54,0,0,0,448,2887191,2868560,5755775,54
República Dominicana,1981,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,619,0,0,0,448,2952252,2932938,5885219,619
República Dominicana,1982,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,435,0,0,0,448,3017401,2997527,6014954,435
República Dominicana,1983,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,538,0,0,0,448,3083744,3063414,6147189,538
República Dominicana,1984,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,260,0,0,0,448,3151372,3130681,6282076,260
República Dominicana,1985,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,92,0,0,0,448,3219386,3198363,6417773,92
República Dominicana,1986,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,6,0,0,0,448,3287823,3266442,6554298,6
República Dominicana,1987,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,20,0,0,0,448,3357255,3335413,6692695,20
República Dominicana,1988,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,156,4,1.25,2,448,3428315,3405839,6834174,160
República Dominicana,1989,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,7,0,0,0,448,3501634,3478347,6980008,7
República Dominicana,1990,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,37,2,0,0,448,3576596,3552359,7128978,39
República Dominicana,1991,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,17,7,0,0,448,3651788,3626572,7278377,24
República Dominicana,1992,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,107,0,0,0,448,3726693,3700597,7427313,107
República Dominicana,1993,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,0,0,,0,448,3801411,3774612,7576048,0
República Dominicana,1994,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,0,0,,0,448,3870082,3853800,7723907,0
República Dominicana,1995,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,173,38,0.947867299,2,448,3932374,3937330,7869730,211
República Dominicana,1996,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,55,17,2.777777778,2,448,3993267,4018990,8012286,72
República Dominicana,1997,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,416,96,1.171875,6,448,4051869,4098159,8150045,512
República Dominicana,1998,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,2697,176,0.348068221,10,448,4107773,4174297,8282100,2873
República Dominicana,1999,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,1030,29,1.416430595,15,448,4162461,4248853,8411347,1059
República Dominicana,2000,Dominican Republic,214,DR,DO,DOM,DOR,LCR,AMR,LAC,LCR,LAM,Final,DOR,DOM,3346,58,0.176263220,6,448,4217322,4323411,8540770,3404
Suriname,2006,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,221,32,0,0,476,258908,263060,521998,253
Suriname,2007,Suriname,740,NS,SR,SUR,SUR,NLC,AMR,LAC,NLC,CAR,Final,SUR,SUR,41,0,0,0,476,262086,265811,527919,41
