País,Year,Country,Código,FIPS (FZ_Dengue),ISO3166Alpha2 (FZ_Dengue),ISO3166Alpha3 (FZ_Dengue),PAHOCode (FZ_Dengue),Region (FZ_Dengue),RegionLvl0 (FZ_Dengue),RegionLvl1 (FZ_Dengue),RegionLvl2 (FZ_Dengue),RegionLvl3 (FZ_Dengue),Tipo,TIS (FZ_Dengue),WPais (FZ_Dengue),Dengue,Dengue Grave,Letalidad,Muertes,PAHOCodeNum (FZ_Dengue),PopFemale,PopMale,PopTot,Total
Antigua y Barbuda,2015,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,14,0,0,0,431,47062,42828,89916,14
Antigua y Barbuda,2016,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,103,0,0,0,431,47363,43152,90546,103
Antigua y Barbuda,2017,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,1,0,0,0,431,47634,43437,91092,1
Antigua y Barbuda,2018,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,8,0,0,0,431,47883,43691,91600,8
Antigua y Barbuda,2019,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,1223,0,0,0,431,48133,43932,92092,1223
Antigua y Barbuda,2020,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,407,0,0,0,431,48401,44211,92638,407
Antigua y Barbuda,2021,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Final,ANT,ATG,25,0,0,0,431,48683,44487,93197,25
Antigua y Barbuda,2022,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Final,ANT,ATG,48,0,0,0,431,48959,44758,93735,48
Antigua y Barbuda,2023,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,254,0,0,0,431,49218,45029,94273,254
Antigua y Barbuda,2024,Antigua and Barbuda,28,AC,AG,ATG,ANT,NLC,AMR,LAC,NLC,CAR,Preliminar,ANT,ATG,41,0,0,0,431,49474,45285,94794,41
Argentina,1980,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,14220720,13804027,28024777,0
Argentina,1981,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,14453093,14018143,28471264,0
Argentina,1982,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,14688490,14234225,28922737,0
Argentina,1983,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,14924458,14452624,29377115,0
Argentina,1984,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,15159705,14672435,29832180,0
Argentina,1985,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,15392778,14894277,30287085,0
Argentina,1986,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,15626521,15121754,30748302,0
Argentina,1987,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,15862695,15353703,31216429,0
Argentina,1988,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,16100914,15589828,31690767,0
Argentina,1989,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,16338691,15827020,32165739,0
Argentina,1990,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,16574112,16063489,32637631,0
Argentina,1991,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,16807567,16298146,33105734,0
Argentina,1992,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,17039056,16529181,33568261,0
Argentina,1993,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,17269464,16757721,34027214,0
Argentina,1994,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,17499102,16989540,34488674,0
Argentina,1995,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,17725473,17220581,34946083,0
Argentina,1996,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,17946175,17443135,35389333,0
Argentina,1997,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,0,0,,0,425,18160080,17655842,35815946,0
Argentina,1998,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,822,0,0,0,425,18370032,17863109,36233168,822
Argentina,1999,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,3,0,0,0,425,18580504,18072478,36653009,3
Argentina,2000,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,1700,0,0,0,425,18790004,18280720,37070749,1700
Argentina,2001,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,11,0,0,0,425,18996346,18484096,37480465,11
Argentina,2002,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,214,0,0,0,425,19201321,18683659,37885005,214
Argentina,2003,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,135,0,0,0,425,19398440,18879673,38278141,135
Argentina,2004,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,3284,0,0,0,425,19591771,19076976,38668771,3284
Argentina,2005,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,34,0,0,0,425,19791335,19279123,39070480,34
Argentina,2006,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,181,0,0,0,425,19992719,19484073,39476820,181
Argentina,2007,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,173,0,0,0,425,20190704,19685352,39876087,173
Argentina,2008,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,40,0,0,0,425,20387691,19886025,40273743,40
Aruba,1994,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,38408,36249,74686,0
Aruba,1995,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,37,0,0,0,533,39702,37300,77025,37
Aruba,1996,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,10,0,0,0,533,40991,38381,79390,10
Aruba,1997,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,42308,39499,81831,0
Aruba,1998,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,43668,40644,84331,0
Aruba,1999,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,130,0,0,0,533,45025,41797,86848,130
Aruba,2000,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,76,0,0,0,533,46246,42808,89074,76
Aruba,2001,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,47156,43488,90672,0
Aruba,2002,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,25,0,0,0,533,47806,43927,91757,25
Aruba,2003,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,48347,44300,92679,0
Aruba,2004,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,173,0,0,0,533,48848,44638,93514,173
Aruba,2005,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,49391,45042,94462,0
Aruba,2006,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,5,0,0,0,533,49993,45568,95583,5
Aruba,2007,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,50612,46124,96761,0
Aruba,2008,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,51246,46696,97973,0
Aruba,2009,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,845,0,0,0,533,51895,47266,99186,845
Aruba,2010,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,1697,3,0.058823529,1,533,52463,47836,100323,1700
Aruba,2011,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,3023,2,0.066115702,2,533,52957,48286,101262,3025
Aruba,2012,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,0,0,,0,533,53455,48609,102085,0
Aruba,2013,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Final,ARU,ABW,527,1,0.189393939,1,533,53932,48906,102860,528
Aruba,2014,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,400,0,0,0,533,54382,49166,103567,400
Aruba,2015,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,335,0,0,0,533,54804,49411,104235,335
Aruba,2016,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,1319,0,0,0,533,55200,49625,104845,1319
Aruba,2017,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,1734,0,,,533,55565,49829,105413,1734
Aruba,2018,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,9,0,0,0,533,55914,50006,105936,9
Aruba,2019,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,106,0,0,0,533,56232,50162,106418,106
Aruba,2020,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,11,0,0,0,533,56349,50194,106563,11
Aruba,2021,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,4,0,0,0,533,56304,50180,106513,4
Aruba,2022,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,11,0,0,0,533,56248,50150,106424,11
Aruba,2023,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,22,0,0,0,533,56201,50027,106254,22
Aruba,2024,Aruba,533,AA,AW,ABW,ARU,NLC,AMR,LAC,NLC,CAR,Preliminar,ARU,ABW,16,0,0,0,533,56188,49941,106155,16
Isla de San Martín (Holanda),2014,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,31,0,0,0,534,18600,20452,39075,31
Isla de San Martín (Holanda),2015,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,13,0,0,0,534,19018,21131,40176,13
Isla de San Martín (Holanda),2016,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,11,0,0,0,534,19457,21834,41324,11
Isla de San Martín (Holanda),2017,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,0,0,,0,534,19705,22126,41856,0
Isla de San Martín (Holanda),2018,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,29,0,0,0,534,19860,22339,42222,29
Isla de San Martín (Holanda),2019,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,8,0,0,0,534,20104,22823,42953,8
Isla de San Martín (Holanda),2020,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,9,0,0,0,534,20314,23255,43602,9
Isla de San Martín (Holanda),2023,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,1,0,0,0,534,20557,23617,44199,1
Isla de San Martín (Holanda),2024,Sint Maarten,534,NN,SX,SXM,SAM,NLC,AMR,LAC,NLC,CAR,Preliminar,SAM,SXM,115,0,0,0,534,20634,23626,44282,115
Argentina,2009,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,26600,6,0.018792754,5,425,20588958,20095332,40684315,26606
Argentina,2010,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,1185,0,0,0,425,20791606,20308463,41100099,1185
Argentina,2011,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,213,0,0,0,425,20996844,20523843,41520713,213
Argentina,2012,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,2803,0,0,0,425,21209746,20742572,41952336,2803
Argentina,2013,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,9294,0,0,0,425,21426147,20962069,42388244,9294
Argentina,2014,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,3270,0,0,0,425,21641057,21182951,42824031,3270
Argentina,2015,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,4774,0,0,0,425,21854721,21402299,43257039,4774
Argentina,2016,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Final,ARG,ARG,79455,0,0.012585740,10,425,22058377,21609810,43668221,79455
Argentina,2017,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,557,0,0,0,425,22249047,21805525,44054590,557
Argentina,2018,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,1829,0,0,0,425,22426607,21986934,44413567,1829
Argentina,2019,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,3220,0,0,0,425,22592122,22153344,44745500,3220
Argentina,2020,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,59321,37,0.032009165,19,425,22739005,22296975,45036006,59358
Argentina,2021,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,3972,0,0,0,425,22861912,22414818,45276754,3972
Argentina,2022,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,750,0,0,0,425,22979678,22530595,45510293,750
Argentina,2023,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,130287,0,0.057565221,75,425,23110709,22663122,45773859,130287
Argentina,2024,Argentina,32,AR,AR,ARG,ARG,SCR,AMR,LAC,SAR,LAM,Preliminar,ARG,ARG,163419,0,0.072818950,119,425,23251231,22806582,46057843,163419
Bahamas,1980,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,111476,112226,223731,0
Bahamas,1981,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,113725,114184,227934,0
Bahamas,1982,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,116128,115999,232153,0
Bahamas,1983,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,118617,117921,236559,0
Bahamas,1984,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,121191,119926,241145,0
Bahamas,1985,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,123874,122010,245910,0
Bahamas,1986,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,126636,124123,250778,0
Bahamas,1987,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,129397,126170,255595,0
Bahamas,1988,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,132140,128264,260427,0
Bahamas,1989,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,87,0,0,0,426,134935,130508,265469,87
Bahamas,1990,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,2,0,0,0,426,137588,133043,270655,2
Bahamas,1991,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,140289,135716,276031,0
Bahamas,1992,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,143387,138533,281946,0
Bahamas,1993,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,146616,141505,288142,0
Bahamas,1994,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,149662,144281,293976,0
Bahamas,1995,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,1,0,0,0,426,152580,146927,299530,1
Bahamas,1996,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,155410,149472,304905,0
Bahamas,1997,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,158193,151936,310149,0
Bahamas,1998,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,336,0,0,0,426,160961,154389,315372,336
Bahamas,1999,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,163542,156677,320248,0
Bahamas,2000,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,166109,158858,324989,0
Bahamas,2001,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,168633,160939,329595,0
Bahamas,2002,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,171030,162925,333977,0
Bahamas,2003,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,180,0,0,0,426,173490,164952,338462,180
Bahamas,2004,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,1,0,0,0,426,176019,167021,343066,1
Bahamas,2005,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,178607,169152,347778,0
"Bonaire, San Eustaquio y Saba",1980,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,5785,5707,11518,0
"Bonaire, San Eustaquio y Saba",1981,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,5850,5797,11670,0
"Bonaire, San Eustaquio y Saba",1982,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,5890,5851,11760,0
"Bonaire, San Eustaquio y Saba",1983,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,5922,5902,11855,0
"Bonaire, San Eustaquio y Saba",1984,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,5969,5959,11945,0
"Bonaire, San Eustaquio y Saba",1985,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,17483,0,0,0,535,6004,6009,12034,17483
"Bonaire, San Eustaquio y Saba",1986,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,484,0,0,0,535,6048,6061,12132,484
"Bonaire, San Eustaquio y Saba",1987,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,87,0,0,0,535,6094,6117,12231,87
"Bonaire, San Eustaquio y Saba",1988,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,203,0,0,0,535,6144,6173,12341,203
"Bonaire, San Eustaquio y Saba",1989,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,659,0,0,0,535,6187,6245,12455,659
"Bonaire, San Eustaquio y Saba",1990,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,4137,0,0,0,535,6238,6316,12578,4137
"Bonaire, San Eustaquio y Saba",1991,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,1885,0,0,0,535,6288,6394,12702,1885
"Bonaire, San Eustaquio y Saba",1992,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,5495,0,0,0,535,6342,6454,12818,5495
"Bonaire, San Eustaquio y Saba",1993,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,20469,0,0,0,535,6399,6504,12921,20469
"Bonaire, San Eustaquio y Saba",1994,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6477,6550,13043,0
"Bonaire, San Eustaquio y Saba",1995,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6555,6609,13184,0
"Bonaire, San Eustaquio y Saba",1996,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6639,6662,13325,0
"Bonaire, San Eustaquio y Saba",1997,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6720,6724,13471,0
"Bonaire, San Eustaquio y Saba",1998,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6813,6785,13623,0
"Bonaire, San Eustaquio y Saba",1999,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,6911,6844,13776,0
"Bonaire, San Eustaquio y Saba",2000,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,7010,6902,13937,0
"Bonaire, San Eustaquio y Saba",2001,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,7149,7047,14218,0
"Bonaire, San Eustaquio y Saba",2002,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,7365,7343,14726,0
"Bonaire, San Eustaquio y Saba",2003,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,7603,7739,15368,0
"Bonaire, San Eustaquio y Saba",2004,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,7860,8147,16025,0
"Bonaire, San Eustaquio y Saba",2005,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,8121,8559,16701,0
"Bonaire, San Eustaquio y Saba",2006,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,8389,8976,17382,0
"Bonaire, San Eustaquio y Saba",2007,"Bonaire, Saint Eustatius and Saba",535,BQ,BQ,BES,BES,,,,,,Final,BES,BES,0,0,,0,535,8648,9401,18071,0
Bahamas,2006,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,1,0,0,0,426,181278,171336,352641,1
Bahamas,2007,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,0,,0,426,184064,173550,357641,0
Bahamas,2008,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,1,0,0,0,426,186939,175800,362771,1
Bahamas,2009,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,0,1,0,0,426,189873,178129,368033,1
Bahamas,2010,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,10,0,40,4,426,192805,180412,373251,10
Bahamas,2011,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,6994,3,0,0,426,195470,182427,377928,6997
Bahamas,2012,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,3,0,0,0,426,197780,184233,382036,3
Bahamas,2013,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Final,BAH,BHS,3,0,0,0,426,199818,185784,385626,3
Bahamas,2014,Bahamas,44,BF,BS,BHS,BAH,NLC,AMR,LAC,NLC,CAR,Preliminar,BAH,BHS,146,0,0,0,426,201792,187282,389106,146
