ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Suriname,  ,2024,Out,53,90.58823529,3.529411765,3.529,77,3,14,14.36,592,3,85
6,Bahamas,  ,2021,Out,53,,,,,,-,,397,,
6,Trinidad and Tobago,"DEN 2,3",2023,Out,53,15.07936508,0,0,19,0,52,8.98,1403,0,126
5,Dominican Republic,  ,2024,Out,53,9.983035365,0.704684849,,765,,17,69.96,10954,54,7663
6,Turks and Caicos Islands,DEN 1,2014,Out,53,100,0,0,252,0,53,514.29,49,0,252
1,Canada,  ,2020,Out,53,,,,0,0,53,,0,0,0
6,Virgin Islands (UK),  ,2022,Out,53,100,7.407407407,0,27,0,52,71.05,38,2,27
6,Haiti,  ,2020,Out,53,3.140773976,0,0,56,0,50,16.04,11113,0,1783
6,Turks and Caicos Islands,DEN 1,2020,Out,53,16.1971831,0,0,23,0,44,507.14,28,0,142
1,United States of America,  ,2021,Out,53,100,0.877192982,0,114,0,52,0.03,332915,1,114
6,Martinique,DEN 2,2024,Out,53,0,0,0,0,0,16,"1,370.67",375,0,5140
3,Ecuador,"DEN 1,2",2022,Out,53,100,0.68052694,0.081,16017,13,52,89.54,17888,109,16017
4,Argentina,"DEN 1,2,3",2023,Out,53,100,0.20032697,0.058,130287,75,52,285.68,45606,261,130287
6,Barbados,  ,2016,Out,53,33.89145497,,0,587,0,52,595.19,291,,1732
2,Nicaragua,"DEN 1,2,3,4",2023,Out,53,5.597031409,0.00993948,0.002,10136,4,52,"2,702.12",6702,18,181096
6,Curaçao,  ,2014,Out,53,10.30927835,0,0,20,0,36,131.08,148,0,194
6,"Bonaire, Saint Eustatius and Saba",  ,2021,Out,53,,,,,,-,,26,,
3,Venezuela,"DEN 1,2,3",2020,Out,53,4.523136438,0.461240887,0.208,304,14,53,20.76,32381,31,6721
6,Cayman Islands,  ,2017,Out,53,0,0,0,0,0,52,53.45,58,0,31
6,Jamaica,DEN 3,2017,Out,53,0,17.67441861,2.791,0,6,52,7.44,2890,38,215
3,Ecuador,"DEN 1,2,4",2016,Out,53,100,0.275443181,0.028,14159,4,52,86.41,16385,39,14159
6,Anguilla,DEN 1,2019,Out,53,33.33333333,0,0,2,0,44,35.29,17,0,6
6,Trinidad and Tobago,  ,2017,Out,53,2.666666667,0,0,8,0,52,21.91,1369,0,300
2,Belize,  ,2021,Out,53,0.483247423,0,0,15,0,52,777.94,399,0,3104
6,Grenada,  ,2014,Out,53,100,2.564102564,2.564,39,1,53,35.45,110,1,39
4,Chile,  ,2015,Out,53,17.5,0,0,7,0,52,0.22,17924,0,40
6,Saint Kitts and Nevis,  ,2016,Out,53,0,0,0,0,0,52,261.54,52,0,136
6,Sint Maarten,  ,2019,Out,53,100,0,0,8,0,40,18.6,43,0,8
3,Ecuador,"DEN 1,2",2019,Out,53,9.755228137,0.451520913,0.024,821,2,52,49.91,16863,38,8416
1,United States of America,  ,2018,Out,53,100,1.812688822,0,331,0,52,0.1,326767,6,331
